age,height_cm,weight_kg,preferred_foot,pace,shooting,passing,dribbling,defending,physic,power_stamina,power_strength,value_eur,overall,potential
33,178,70,Right,68.0,57.0,66.0,64.0,56.0,67.0,83,64,350000,67,67
31,170,68,Right,72.0,68.0,65.0,68.0,40.0,71.0,70,67,675000,67,67
32,178,74,Right,64.0,68.0,54.0,65.0,47.0,77.0,75,71,600000,67,67
32,172,80,Right,67.0,66.0,61.0,68.0,36.0,67.0,67,63,600000,67,67
32,191,80,Right,34.0,32.0,40.0,32.0,69.0,70.0,33,84,500000,67,67
33,179,71,Right,64.0,65.0,67.0,71.0,63.0,66.0,66,64,450000,67,67
34,182,77,Left,63.0,56.0,59.0,59.0,67.0,73.0,72,71,275000,67,67
32,186,86,Right,71.0,35.0,55.0,60.0,66.0,73.0,67,76,500000,67,67
31,176,75,Left,71.0,65.0,69.0,69.0,48.0,66.0,73,71,650000,67,67
33,181,74,Right,67.0,69.0,64.0,65.0,27.0,66.0,69,65,475000,67,67
34,183,78,Right,64.0,50.0,64.0,64.0,65.0,70.0,68,72,275000,67,67
32,180,77,Right,51.0,30.0,38.0,39.0,68.0,76.0,65,78,500000,67,67
33,185,85,Right,42.0,37.0,45.0,45.0,66.0,76.0,64,82,350000,67,67
34,168,60,Left,52.0,61.0,66.0,68.0,63.0,67.0,71,60,300000,67,67
31,180,74,Right,59.0,50.0,62.0,62.0,66.0,67.0,78,63,550000,67,67
31,170,67,Right,71.0,67.0,55.0,68.0,37.0,65.0,78,57,675000,67,67
31,184,81,Left,68.0,55.0,66.0,62.0,62.0,66.0,70,65,550000,67,67
35,173,75,Left,62.0,53.0,61.0,65.0,67.0,66.0,62,66,220000,67,67
36,173,69,Right,74.0,61.0,63.0,67.0,40.0,59.0,64,60,250000,67,67
34,186,79,Right,47.0,54.0,58.0,60.0,66.0,78.0,76,81,275000,67,67
35,184,84,Left,34.0,38.0,50.0,48.0,66.0,71.0,42,81,230000,67,67
34,182,82,Right,54.0,40.0,56.0,57.0,66.0,72.0,66,72,275000,67,67
32,180,70,Left,69.0,49.0,62.0,64.0,63.0,74.0,73,75,475000,67,67
36,180,80,Left,58.0,54.0,59.0,60.0,65.0,72.0,76,72,140000,67,67
34,191,80,Left,48.0,60.0,68.0,63.0,68.0,61.0,33,73,275000,67,67
32,179,71,Right,67.0,53.0,64.0,65.0,65.0,73.0,83,64,575000,67,67
33,174,76,Right,54.0,60.0,65.0,66.0,65.0,68.0,55,72,450000,67,67
34,186,79,Left,55.0,68.0,68.0,69.0,63.0,61.0,70,63,375000,67,67
35,183,74,Left,54.0,62.0,63.0,64.0,68.0,70.0,62,70,220000,67,67
30,180,76,Left,63.0,59.0,69.0,67.0,62.0,69.0,68,72,700000,67,67
31,184,76,Right,59.0,69.0,48.0,64.0,26.0,78.0,82,76,675000,67,67
33,181,70,Right,66.0,55.0,63.0,68.0,71.0,60.0,73,55,350000,67,67
31,184,80,Right,76.0,51.0,58.0,65.0,63.0,70.0,80,74,550000,67,67
38,187,81,Right,39.0,70.0,64.0,64.0,34.0,67.0,48,75,275000,67,67
33,181,75,Right,74.0,67.0,56.0,67.0,22.0,67.0,70,64,475000,67,67
30,193,80,Left,50.0,41.0,43.0,41.0,67.0,77.0,74,85,625000,67,67
31,184,73,Right,62.0,66.0,65.0,69.0,63.0,78.0,81,79,575000,67,67
32,191,77,Right,53.0,54.0,53.0,56.0,66.0,76.0,71,77,500000,67,67
32,181,80,Right,71.0,52.0,62.0,64.0,63.0,71.0,74,72,475000,67,67
31,183,71,Right,66.0,66.0,56.0,63.0,45.0,80.0,79,81,675000,67,67
29,180,77,Right,87.0,63.0,61.0,72.0,37.0,65.0,52,71,750000,67,67
35,187,70,Right,59.0,65.0,54.0,62.0,43.0,71.0,63,75,350000,67,67
35,183,77,Right,65.0,47.0,56.0,65.0,64.0,65.0,69,64,220000,67,67
30,188,86,Right,61.0,33.0,50.0,51.0,65.0,75.0,64,82,625000,67,67
29,188,78,Right,52.0,62.0,68.0,66.0,67.0,64.0,46,71,650000,67,67
31,179,79,Right,65.0,39.0,58.0,60.0,68.0,64.0,59,67,550000,67,67
31,168,66,Right,67.0,51.0,64.0,69.0,62.0,63.0,72,58,575000,67,67
28,177,71,Right,67.0,61.0,67.0,69.0,61.0,70.0,75,69,675000,67,67
30,174,70,Left,60.0,69.0,66.0,68.0,63.0,70.0,69,70,600000,67,67
31,194,82,Right,52.0,67.0,51.0,57.0,41.0,72.0,63,85,675000,67,67
32,185,77,Left,77.0,65.0,69.0,69.0,42.0,60.0,83,62,575000,67,67
34,192,90,Left,53.0,69.0,46.0,65.0,30.0,74.0,64,86,400000,67,67
31,185,79,Right,37.0,71.0,58.0,62.0,42.0,70.0,47,82,675000,67,67
34,169,65,Right,68.0,63.0,69.0,68.0,44.0,63.0,71,61,375000,67,67
32,176,70,Left,79.0,62.0,63.0,71.0,38.0,59.0,64,59,600000,67,67
29,180,69,Right,53.0,56.0,60.0,59.0,65.0,67.0,77,62,650000,67,67
30,187,88,Right,50.0,52.0,63.0,59.0,64.0,74.0,77,74,625000,67,67
32,178,76,Right,63.0,47.0,57.0,60.0,67.0,72.0,82,68,475000,67,67
29,188,92,Right,78.0,63.0,55.0,61.0,54.0,84.0,79,91,750000,67,67
35,165,68,Left,72.0,58.0,69.0,73.0,44.0,61.0,67,56,325000,67,67
30,176,79,Right,59.0,53.0,65.0,68.0,65.0,67.0,62,68,600000,67,67
30,187,76,Right,55.0,52.0,68.0,62.0,64.0,74.0,81,74,600000,67,67
31,187,75,Right,71.0,67.0,54.0,60.0,40.0,73.0,70,77,675000,67,67
31,186,83,Right,53.0,69.0,64.0,68.0,44.0,77.0,66,87,675000,67,67
29,172,76,Right,67.0,55.0,63.0,64.0,64.0,64.0,64,68,625000,67,67
35,179,73,Right,40.0,39.0,52.0,49.0,69.0,59.0,33,65,230000,67,67
33,193,90,Left,44.0,44.0,50.0,55.0,64.0,70.0,33,85,350000,67,67
30,182,76,Right,76.0,67.0,57.0,64.0,31.0,59.0,54,60,725000,67,67
30,184,74,Right,60.0,34.0,47.0,44.0,67.0,74.0,67,81,625000,67,67
30,176,75,Right,71.0,46.0,60.0,64.0,64.0,61.0,70,61,600000,67,67
31,176,72,Left,83.0,56.0,59.0,68.0,62.0,65.0,65,61,550000,67,67
30,186,88,Right,42.0,41.0,48.0,42.0,65.0,74.0,44,93,625000,67,67
29,172,64,Left,77.0,45.0,62.0,65.0,61.0,54.0,82,35,625000,67,67
29,190,86,Right,74.0,44.0,54.0,54.0,67.0,71.0,60,78,650000,67,67
31,184,75,Left,60.0,51.0,66.0,63.0,62.0,70.0,66,68,575000,67,67
30,180,70,Right,67.0,61.0,68.0,70.0,56.0,63.0,63,63,700000,67,67
30,182,77,Left,54.0,63.0,68.0,65.0,62.0,68.0,70,68,625000,67,67
30,184,74,Right,47.0,68.0,62.0,69.0,33.0,65.0,65,68,725000,67,67
32,180,76,Left,66.0,66.0,60.0,69.0,43.0,59.0,60,64,600000,67,67
32,177,69,Left,76.0,59.0,62.0,71.0,46.0,57.0,53,60,600000,67,67
29,173,70,Right,86.0,54.0,59.0,69.0,59.0,78.0,83,75,650000,67,67
29,185,78,Right,61.0,45.0,63.0,63.0,66.0,76.0,82,76,650000,67,67
31,183,75,Right,52.0,62.0,67.0,66.0,63.0,71.0,71,73,650000,67,67
29,176,83,Right,73.0,67.0,59.0,71.0,27.0,77.0,76,84,750000,67,67
29,187,84,Right,52.0,54.0,67.0,65.0,66.0,71.0,70,73,725000,67,67
29,178,67,Right,51.0,41.0,66.0,69.0,63.0,59.0,77,58,725000,67,67
30,189,82,Right,42.0,43.0,51.0,37.0,66.0,72.0,54,82,625000,67,67
29,185,77,Right,93.0,61.0,55.0,70.0,31.0,61.0,48,70,750000,67,67
29,185,82,Right,72.0,67.0,56.0,68.0,35.0,67.0,73,68,750000,67,67
32,176,74,Left,73.0,60.0,66.0,64.0,27.0,62.0,74,58,600000,67,67
28,194,86,Right,64.0,64.0,53.0,60.0,30.0,77.0,75,83,800000,67,67
29,180,72,Left,69.0,47.0,64.0,62.0,62.0,67.0,83,66,625000,67,67
30,182,78,Left,82.0,65.0,64.0,65.0,32.0,58.0,64,60,725000,67,67
32,175,68,Right,69.0,48.0,61.0,62.0,63.0,69.0,70,66,475000,67,67
30,185,78,Left,69.0,67.0,63.0,66.0,32.0,66.0,67,70,725000,67,67
30,174,72,Right,77.0,65.0,62.0,71.0,32.0,61.0,71,59,725000,67,67
32,168,69,Left,49.0,61.0,71.0,68.0,42.0,64.0,69,62,600000,67,67
34,176,73,Right,55.0,65.0,70.0,67.0,61.0,61.0,55,64,375000,67,67
32,174,68,Right,68.0,61.0,68.0,66.0,57.0,69.0,81,64,575000,67,67
30,182,74,Left,76.0,59.0,61.0,66.0,65.0,71.0,73,71,600000,67,67
32,188,76,Right,64.0,66.0,62.0,66.0,37.0,67.0,63,77,600000,67,67
29,173,73,Right,72.0,55.0,62.0,65.0,62.0,69.0,80,62,625000,67,67
29,172,69,Right,87.0,60.0,60.0,67.0,29.0,65.0,91,54,750000,67,67
32,188,82,Right,66.0,69.0,53.0,66.0,31.0,71.0,64,75,600000,67,67
28,184,78,Right,72.0,67.0,62.0,66.0,46.0,72.0,80,67,800000,67,67
29,186,78,Right,38.0,55.0,60.0,58.0,64.0,79.0,86,78,650000,67,67
28,175,66,Left,76.0,57.0,63.0,68.0,62.0,64.0,68,64,650000,67,67
34,182,74,Right,68.0,65.0,64.0,68.0,26.0,74.0,74,72,400000,67,67
29,172,80,Right,68.0,38.0,54.0,62.0,67.0,81.0,78,82,625000,67,67
30,184,76,Left,69.0,39.0,60.0,60.0,67.0,70.0,64,74,625000,67,67
31,194,87,Right,49.0,31.0,42.0,49.0,66.0,74.0,46,89,575000,67,67
32,186,81,Right,72.0,55.0,59.0,61.0,63.0,80.0,70,82,475000,67,67
30,190,85,Left,71.0,69.0,64.0,61.0,61.0,72.0,72,78,725000,67,67
29,180,80,Left,78.0,66.0,61.0,69.0,39.0,66.0,63,69,750000,67,67
33,184,85,Right,66.0,46.0,54.0,61.0,66.0,73.0,71,76,375000,67,67
29,179,76,Left,86.0,65.0,63.0,67.0,29.0,61.0,71,60,750000,67,67
29,180,73,Right,77.0,67.0,55.0,64.0,39.0,71.0,77,66,750000,67,67
30,180,76,Right,69.0,56.0,66.0,72.0,57.0,68.0,74,70,725000,67,67
30,179,75,Left,80.0,58.0,65.0,64.0,58.0,69.0,78,66,600000,67,67
30,171,71,Left,84.0,58.0,59.0,69.0,51.0,54.0,77,53,725000,67,67
31,181,77,Left,60.0,47.0,65.0,64.0,66.0,74.0,78,73,575000,67,67
30,187,80,Right,54.0,60.0,62.0,65.0,61.0,62.0,64,66,700000,67,67
33,182,77,Right,66.0,44.0,60.0,62.0,64.0,76.0,76,77,350000,67,67
30,172,72,Right,65.0,54.0,60.0,62.0,70.0,60.0,63,56,625000,67,67
28,184,85,Right,65.0,68.0,50.0,63.0,39.0,69.0,54,76,800000,67,67
28,185,80,Right,70.0,65.0,53.0,62.0,40.0,87.0,92,85,800000,67,67
33,181,73,Left,59.0,23.0,51.0,53.0,65.0,73.0,68,75,350000,67,67
29,182,76,Right,69.0,68.0,68.0,71.0,45.0,64.0,76,67,750000,67,67
28,180,85,Right,63.0,68.0,53.0,65.0,22.0,72.0,66,76,800000,67,67
30,188,78,Right,73.0,66.0,60.0,66.0,38.0,75.0,71,78,725000,67,67
28,191,86,Right,53.0,68.0,46.0,59.0,37.0,79.0,72,92,800000,67,67
28,180,72,Right,83.0,60.0,62.0,69.0,51.0,59.0,64,61,775000,67,67
31,182,79,Right,58.0,64.0,58.0,61.0,65.0,78.0,81,77,575000,67,67
30,180,71,Right,74.0,64.0,65.0,70.0,25.0,53.0,52,58,725000,67,67
30,172,70,Left,71.0,59.0,65.0,68.0,63.0,64.0,68,58,600000,67,67
36,183,80,Right,62.0,53.0,57.0,56.0,64.0,77.0,79,79,150000,67,67
27,178,65,Left,61.0,46.0,71.0,72.0,63.0,51.0,55,49,700000,67,67
31,188,81,Right,78.0,55.0,57.0,63.0,63.0,75.0,83,74,550000,67,67
31,193,88,Right,57.0,43.0,40.0,43.0,68.0,76.0,61,87,575000,67,67
34,184,70,Right,66.0,68.0,67.0,69.0,35.0,64.0,65,67,375000,67,67
31,180,68,Right,76.0,50.0,54.0,63.0,64.0,62.0,78,56,550000,67,67
31,191,92,Right,39.0,58.0,57.0,59.0,63.0,85.0,76,92,575000,67,67
28,181,77,Left,70.0,63.0,68.0,67.0,33.0,63.0,62,70,775000,67,67
27,173,75,Right,81.0,60.0,61.0,68.0,44.0,67.0,77,69,800000,67,67
29,174,69,Left,72.0,57.0,66.0,68.0,61.0,63.0,69,58,625000,67,67
29,182,78,Left,72.0,45.0,64.0,65.0,62.0,67.0,76,66,625000,67,67
33,194,91,Right,35.0,40.0,56.0,53.0,66.0,77.0,61,91,350000,67,67
29,180,70,Right,63.0,38.0,58.0,62.0,68.0,67.0,65,65,650000,67,67
28,191,87,Right,41.0,69.0,45.0,54.0,30.0,78.0,71,86,800000,67,67
29,184,77,Left,67.0,55.0,63.0,64.0,64.0,72.0,74,70,650000,67,67
30,181,77,Right,72.0,69.0,66.0,64.0,50.0,66.0,70,70,725000,67,67
30,176,69,Right,87.0,62.0,62.0,65.0,44.0,68.0,72,65,725000,67,67
28,182,76,Right,74.0,66.0,67.0,69.0,59.0,69.0,75,68,750000,67,67
28,180,84,Right,65.0,67.0,56.0,61.0,39.0,75.0,77,81,800000,67,67
27,186,75,Right,69.0,66.0,59.0,67.0,31.0,65.0,78,64,825000,67,67
28,184,78,Right,77.0,62.0,62.0,66.0,40.0,69.0,71,74,775000,67,67
29,178,72,Right,80.0,64.0,60.0,68.0,42.0,67.0,66,65,750000,67,67
35,167,70,Left,78.0,66.0,65.0,67.0,64.0,66.0,62,65,325000,67,67
33,183,70,Left,73.0,57.0,66.0,71.0,66.0,70.0,82,65,350000,67,67
31,183,77,Right,57.0,44.0,55.0,53.0,67.0,74.0,72,77,575000,67,67
33,185,85,Right,63.0,65.0,59.0,63.0,59.0,75.0,72,83,475000,67,67
26,176,73,Right,80.0,61.0,62.0,70.0,50.0,62.0,70,60,825000,67,67
27,173,61,Right,88.0,55.0,56.0,72.0,28.0,46.0,72,36,800000,67,67
29,178,75,Right,83.0,58.0,65.0,63.0,60.0,70.0,71,70,625000,67,67
28,178,71,Right,69.0,61.0,63.0,65.0,63.0,69.0,80,62,0,67,67
27,181,73,Right,75.0,63.0,67.0,66.0,42.0,64.0,69,67,800000,67,67
29,178,78,Right,69.0,55.0,67.0,72.0,60.0,68.0,82,64,650000,67,67
28,177,76,Right,66.0,61.0,65.0,69.0,30.0,63.0,55,67,775000,67,67
28,175,69,Right,75.0,57.0,61.0,70.0,31.0,56.0,53,61,775000,67,67
28,173,70,Left,71.0,51.0,58.0,64.0,63.0,70.0,75,64,650000,67,67
27,178,70,Right,74.0,58.0,62.0,72.0,26.0,67.0,74,60,800000,67,67
29,170,67,Left,82.0,60.0,61.0,72.0,38.0,55.0,66,51,750000,67,67
34,187,86,Left,65.0,43.0,58.0,60.0,64.0,77.0,71,80,275000,67,67
29,181,76,Left,68.0,70.0,64.0,65.0,47.0,77.0,79,84,750000,67,67
28,186,73,Right,74.0,65.0,61.0,70.0,39.0,61.0,78,66,775000,67,67
31,179,79,Right,79.0,64.0,54.0,66.0,28.0,63.0,69,66,675000,67,67
31,183,84,Right,64.0,57.0,59.0,60.0,66.0,72.0,75,72,575000,67,67
29,189,80,Right,53.0,48.0,54.0,62.0,65.0,77.0,78,77,650000,67,67
30,189,76,Right,70.0,65.0,66.0,71.0,42.0,72.0,68,72,725000,67,67
30,178,75,Right,71.0,50.0,61.0,67.0,63.0,67.0,80,60,625000,67,67
28,178,75,Right,67.0,46.0,64.0,66.0,62.0,62.0,73,57,650000,67,67
28,185,75,Right,75.0,65.0,61.0,65.0,48.0,75.0,87,72,800000,67,67
27,175,76,Right,80.0,61.0,62.0,68.0,52.0,53.0,69,44,800000,67,67
28,175,64,Right,68.0,40.0,57.0,65.0,64.0,69.0,73,68,650000,67,67
27,180,75,Right,64.0,58.0,65.0,69.0,47.0,60.0,64,64,800000,67,67
28,180,75,Right,82.0,62.0,59.0,67.0,52.0,62.0,70,62,775000,67,67
28,181,68,Right,67.0,63.0,62.0,65.0,65.0,76.0,84,73,750000,67,67
29,188,72,Right,66.0,58.0,59.0,62.0,66.0,80.0,82,80,650000,67,67
29,178,77,Right,70.0,62.0,64.0,66.0,57.0,71.0,77,68,750000,67,67
27,178,64,Left,78.0,64.0,63.0,69.0,25.0,52.0,64,54,800000,67,67
29,190,84,Left,48.0,39.0,47.0,52.0,69.0,74.0,71,78,650000,67,67
32,189,81,Right,37.0,24.0,37.0,50.0,70.0,73.0,60,82,500000,67,67
30,175,68,Right,76.0,29.0,51.0,64.0,65.0,65.0,80,59,600000,67,67
28,174,63,Right,88.0,63.0,61.0,67.0,27.0,43.0,67,31,775000,67,67
28,177,72,Right,71.0,66.0,57.0,70.0,21.0,64.0,72,70,800000,67,67
29,170,64,Left,71.0,61.0,65.0,71.0,55.0,66.0,84,56,750000,67,67
28,185,80,Right,75.0,31.0,43.0,51.0,65.0,70.0,57,76,675000,67,67
35,187,82,Right,31.0,33.0,49.0,43.0,68.0,72.0,70,74,230000,67,67
34,185,76,Right,61.0,29.0,44.0,46.0,66.0,77.0,67,84,275000,67,67
32,165,64,Right,83.0,31.0,60.0,66.0,60.0,66.0,73,62,475000,67,67
27,170,63,Left,75.0,63.0,63.0,71.0,45.0,62.0,66,62,800000,67,67
31,179,69,Right,64.0,49.0,64.0,67.0,66.0,69.0,78,64,650000,67,67
31,186,73,Left,64.0,33.0,52.0,51.0,69.0,67.0,78,59,575000,67,67
26,191,88,Left,53.0,33.0,43.0,40.0,66.0,78.0,67,89,725000,67,67
34,179,73,Right,63.0,51.0,61.0,66.0,67.0,70.0,70,67,275000,67,67
32,173,64,Right,60.0,63.0,67.0,69.0,55.0,67.0,75,67,600000,67,67
28,190,87,Right,45.0,30.0,43.0,41.0,66.0,73.0,58,81,675000,67,67
29,183,77,Right,48.0,27.0,51.0,49.0,66.0,71.0,66,74,650000,67,67
31,183,81,Right,48.0,36.0,46.0,50.0,68.0,66.0,48,74,575000,67,67
29,186,84,Right,79.0,67.0,59.0,65.0,52.0,77.0,87,82,750000,67,67
32,185,80,Right,59.0,66.0,53.0,64.0,34.0,73.0,69,75,600000,67,67
32,175,75,Left,75.0,45.0,62.0,64.0,62.0,69.0,84,65,475000,67,67
29,185,80,Right,68.0,69.0,55.0,59.0,32.0,68.0,69,78,750000,67,67
28,180,75,Right,70.0,50.0,61.0,64.0,65.0,71.0,75,68,675000,67,67
33,172,69,Right,65.0,65.0,64.0,68.0,31.0,66.0,64,67,475000,67,67
32,182,77,Right,71.0,46.0,59.0,59.0,65.0,81.0,75,84,500000,67,67
31,182,75,Left,81.0,54.0,69.0,65.0,50.0,66.0,70,62,675000,67,67
28,181,82,Right,54.0,61.0,66.0,68.0,58.0,75.0,86,74,750000,67,67
28,180,75,Right,69.0,48.0,63.0,63.0,64.0,66.0,64,69,675000,67,67
29,184,74,Right,77.0,54.0,59.0,62.0,61.0,73.0,76,76,625000,67,67
35,180,78,Right,52.0,24.0,30.0,40.0,73.0,67.0,64,77,230000,67,67
33,183,77,Right,58.0,43.0,57.0,46.0,66.0,69.0,62,72,350000,67,67
31,190,83,Right,64.0,36.0,42.0,40.0,66.0,77.0,69,81,575000,67,67
29,188,80,Right,38.0,44.0,58.0,57.0,68.0,74.0,76,76,650000,67,67
29,171,63,Right,76.0,63.0,64.0,71.0,51.0,59.0,73,59,750000,67,67
30,189,85,Left,41.0,30.0,39.0,45.0,69.0,72.0,64,79,625000,67,67
30,185,74,Right,83.0,66.0,57.0,70.0,37.0,65.0,62,70,725000,67,67
26,179,73,Right,76.0,64.0,63.0,64.0,37.0,59.0,65,58,825000,67,67
28,172,67,Right,77.0,46.0,61.0,72.0,60.0,80.0,91,76,750000,67,67
27,176,72,Right,84.0,63.0,55.0,70.0,31.0,69.0,71,70,800000,67,67
27,183,75,Right,92.0,62.0,54.0,66.0,48.0,75.0,86,86,800000,67,67
33,186,78,Right,43.0,37.0,53.0,50.0,69.0,73.0,70,79,375000,67,67
26,163,63,Left,75.0,60.0,65.0,69.0,45.0,57.0,61,56,825000,67,67
36,170,70,Left,74.0,50.0,63.0,64.0,63.0,69.0,72,65,140000,67,67
33,183,79,Right,67.0,67.0,55.0,67.0,26.0,69.0,68,77,475000,67,67
28,170,73,Right,74.0,51.0,60.0,66.0,63.0,65.0,60,65,650000,67,67
28,174,67,Right,64.0,59.0,62.0,66.0,60.0,75.0,85,73,750000,67,67
31,167,63,Right,73.0,37.0,58.0,72.0,61.0,54.0,73,34,550000,67,67
36,168,72,Right,54.0,63.0,71.0,63.0,59.0,56.0,64,52,240000,67,67
29,172,72,Right,66.0,59.0,66.0,70.0,43.0,57.0,63,58,750000,67,67
29,185,75,Right,66.0,68.0,63.0,66.0,26.0,70.0,72,71,750000,67,67
30,174,70,Left,67.0,55.0,63.0,59.0,63.0,71.0,71,76,600000,67,67
29,184,85,Left,74.0,65.0,64.0,67.0,35.0,66.0,73,68,750000,67,67
29,185,76,Right,65.0,54.0,61.0,64.0,64.0,79.0,80,79,650000,67,67
29,177,74,Right,61.0,48.0,62.0,65.0,66.0,78.0,91,73,725000,67,67
28,178,67,Left,67.0,63.0,71.0,66.0,54.0,64.0,71,65,775000,67,67
29,188,85,Right,49.0,32.0,45.0,46.0,65.0,78.0,75,83,650000,67,67
28,178,70,Right,66.0,59.0,71.0,66.0,55.0,61.0,66,64,775000,67,67
31,180,75,Right,75.0,66.0,67.0,65.0,65.0,67.0,76,67,650000,67,67
32,180,75,Left,64.0,66.0,66.0,66.0,33.0,64.0,60,73,600000,67,67
28,179,76,Right,68.0,66.0,62.0,67.0,32.0,70.0,69,72,800000,67,67
29,183,78,Right,68.0,49.0,58.0,59.0,66.0,71.0,71,72,625000,67,67
29,176,69,Right,83.0,58.0,60.0,67.0,41.0,61.0,67,68,750000,67,67
35,175,72,Right,79.0,56.0,65.0,69.0,54.0,52.0,62,47,325000,67,67
31,173,78,Left,83.0,69.0,61.0,67.0,34.0,75.0,68,82,675000,67,67
26,168,64,Right,90.0,61.0,56.0,72.0,31.0,67.0,61,77,825000,67,67
32,187,79,Right,46.0,42.0,48.0,43.0,67.0,74.0,67,76,500000,67,67
28,172,68,Right,72.0,63.0,64.0,69.0,52.0,65.0,72,62,800000,67,67
28,185,79,Right,81.0,65.0,51.0,65.0,27.0,70.0,65,76,800000,67,67
28,188,79,Left,68.0,43.0,64.0,66.0,66.0,69.0,67,68,650000,67,67
27,182,75,Right,77.0,61.0,60.0,68.0,56.0,70.0,76,72,800000,67,67
30,176,69,Right,72.0,61.0,66.0,66.0,60.0,67.0,77,64,700000,67,67
29,176,69,Left,72.0,43.0,65.0,68.0,66.0,58.0,77,55,0,67,67
29,186,77,Right,72.0,50.0,63.0,59.0,64.0,68.0,64,71,625000,67,67
31,185,77,Right,70.0,49.0,59.0,60.0,66.0,77.0,77,82,575000,67,67
30,180,78,Right,77.0,65.0,62.0,67.0,59.0,66.0,77,61,725000,67,67
28,182,71,Left,77.0,53.0,64.0,68.0,61.0,63.0,70,61,650000,67,67
32,193,88,Right,36.0,29.0,45.0,42.0,67.0,76.0,64,85,500000,67,67
34,174,73,Right,47.0,59.0,70.0,65.0,66.0,68.0,61,70,375000,67,67
30,169,66,Right,75.0,65.0,65.0,68.0,22.0,55.0,57,61,725000,67,67
27,177,72,Right,68.0,62.0,66.0,68.0,59.0,68.0,70,69,800000,67,67
27,178,70,Right,74.0,69.0,53.0,64.0,32.0,68.0,75,60,825000,67,67
30,175,74,Right,68.0,66.0,64.0,70.0,61.0,73.0,82,73,625000,67,67
30,177,75,Right,75.0,65.0,62.0,70.0,25.0,57.0,62,58,725000,67,67
28,181,73,Left,72.0,34.0,54.0,62.0,64.0,68.0,71,70,650000,67,67
29,188,73,Left,57.0,32.0,43.0,51.0,67.0,71.0,66,74,650000,67,67
34,170,73,Right,74.0,60.0,66.0,69.0,61.0,79.0,75,81,275000,67,67
30,180,73,Right,65.0,68.0,51.0,65.0,28.0,69.0,73,66,725000,67,67
30,178,72,Left,72.0,67.0,64.0,68.0,38.0,67.0,68,66,725000,67,67
30,184,74,Right,63.0,29.0,46.0,50.0,68.0,67.0,63,70,625000,67,67
31,179,72,Right,60.0,66.0,65.0,68.0,59.0,74.0,89,70,650000,67,67
28,192,78,Left,75.0,67.0,56.0,64.0,29.0,70.0,46,82,800000,67,67
28,177,70,Left,68.0,51.0,61.0,68.0,62.0,57.0,79,56,650000,67,67
30,180,76,Left,68.0,34.0,56.0,65.0,63.0,70.0,77,65,600000,67,67
30,183,85,Right,59.0,50.0,51.0,61.0,68.0,77.0,84,76,625000,67,67
27,180,74,Right,80.0,60.0,63.0,68.0,32.0,60.0,64,63,800000,67,67
29,183,74,Right,56.0,27.0,44.0,46.0,68.0,76.0,85,75,650000,67,67
27,185,77,Right,65.0,66.0,51.0,63.0,29.0,74.0,78,78,825000,67,67
32,183,80,Right,76.0,64.0,50.0,63.0,27.0,75.0,65,80,600000,67,67
30,166,65,Right,73.0,63.0,63.0,68.0,54.0,64.0,68,62,725000,67,67
27,176,76,Right,79.0,66.0,57.0,73.0,29.0,69.0,76,67,800000,67,67
31,180,74,Left,72.0,30.0,58.0,60.0,62.0,70.0,78,71,550000,67,67
32,178,73,Left,71.0,46.0,57.0,63.0,67.0,62.0,66,61,475000,67,67
29,175,72,Right,82.0,41.0,54.0,62.0,60.0,69.0,82,67,625000,67,67
28,180,75,Right,61.0,50.0,55.0,55.0,68.0,77.0,65,81,675000,67,67
29,175,70,Right,86.0,65.0,59.0,70.0,38.0,65.0,75,66,750000,67,67
28,183,72,Right,65.0,60.0,67.0,66.0,48.0,52.0,43,58,775000,67,67
29,176,73,Left,67.0,53.0,63.0,65.0,68.0,67.0,67,68,0,67,67
30,176,72,Right,74.0,66.0,59.0,67.0,26.0,64.0,69,61,725000,67,67
28,168,62,Right,73.0,61.0,57.0,70.0,63.0,67.0,70,67,775000,67,67
28,180,79,Right,68.0,66.0,53.0,67.0,29.0,60.0,52,74,800000,67,67
28,187,85,Left,73.0,49.0,61.0,65.0,64.0,73.0,77,76,650000,67,67
32,167,64,Right,69.0,64.0,64.0,70.0,44.0,57.0,52,63,600000,67,67
20,177,72,Right,64.0,55.0,61.0,57.0,63.0,67.0,65,62,725000,67,67
20,183,76,Right,62.0,52.0,59.0,55.0,69.0,72.0,73,71,725000,67,67
20,180,75,Right,54.0,53.0,64.0,58.0,67.0,69.0,72,69,725000,67,67
24,178,75,Left,47.0,31.0,47.0,39.0,73.0,59.0,51,57,725000,67,67
24,177,78,Right,45.0,39.0,63.0,46.0,67.0,68.0,67,71,750000,67,67
28,183,75,Right,81.0,69.0,54.0,73.0,33.0,66.0,71,70,800000,67,67
24,186,84,Right,52.0,29.0,34.0,43.0,67.0,74.0,67,78,725000,67,67
28,178,72,Right,79.0,61.0,60.0,75.0,23.0,60.0,59,63,800000,67,67
24,185,76,Right,59.0,21.0,46.0,45.0,70.0,72.0,68,76,725000,67,67
28,181,80,Right,66.0,63.0,63.0,68.0,62.0,78.0,87,81,750000,67,67
24,176,74,Right,58.0,56.0,63.0,68.0,64.0,72.0,71,73,825000,67,67
20,166,65,Left,86.0,61.0,59.0,69.0,40.0,75.0,84,67,850000,67,67
32,174,72,Left,79.0,54.0,64.0,62.0,60.0,66.0,69,71,600000,67,67
